zipcode,state,totalValidRegistrations,ihpReferrals,ihpEligible,ihpAmount,FIP_disaster_count,average_project,approved_rate,pop_total,pop_white,pop_black,pop_latino,median_income,application_per_thousand,approval_per_thousand,pct_black,pct_white,pct_latino,non_white
70647,LA,10740.0,9568.0,5657.0,16608755.64,283.0,2935.96528902245,0.5267225325884544,10153.0,7267.0,2534.0,150.0,32271.0,0.0010578154240126073,0.0005571752191470501,0.24958140451098199,0.7157490396927016,0.014773958435930266,0.28425096030729835
70648,LA,5941.0,5084.0,2703.0,6616482.859999999,471.0,2447.8293969663337,0.4549739101161421,8587.0,6289.0,1788.0,353.0,26881.0,0.0006918597880517061,0.00031477815302201004,0.20822173052288342,0.7323861651333411,0.041108652614417145,0.2676138348666589
70650,LA,463.0,403.0,206.0,454393.19,121.0,2205.7921844660195,0.4449244060475162,57.0,57.0,0.0,0.0,,0.00812280701754386,0.0036140350877192982,0.0,1.0,0.0,0.0
70651,LA,327.0,290.0,181.0,468257.28,118.0,2587.0567955801107,0.5535168195718655,238.0,238.0,0.0,0.0,17652.0,0.0013739495798319329,0.0007605042016806722,0.0,1.0,0.0,0.0
70652,LA,1989.0,1785.0,1070.0,3073990.31,199.0,2872.888140186916,0.5379587732528909,1465.0,1451.0,0.0,0.0,17378.0,0.001357679180887372,0.0007303754266211604,0.0,0.990443686006826,0.0,0.00955631399317406
70653,LA,2755.0,2346.0,1354.0,4525826.569999999,248.0,3342.560243722304,0.4914700544464609,3467.0,3177.0,234.0,11.0,25000.0,0.000794635131237381,0.00039053937121430633,0.06749351023940006,0.9163541967118546,0.0031727718488606866,0.08364580328814537
70654,LA,297.0,258.0,167.0,542818.13,113.0,3250.4079640718564,0.5622895622895623,185.0,184.0,0.0,0.0,30450.0,0.0016054054054054055,0.0009027027027027027,0.0,0.9945945945945946,0.0,0.005405405405405406
70655,LA,2589.0,2205.0,1016.0,2705235.62,234.0,2662.6334842519686,0.3924295094631131,2960.0,2044.0,752.0,20.0,26304.0,0.0008746621621621622,0.0003432432432432432,0.25405405405405407,0.6905405405405406,0.006756756756756757,0.30945945945945946
70656,LA,2550.0,2207.0,1177.0,3403404.33,324.0,2891.592463891249,0.4615686274509804,3169.0,2969.0,0.0,40.0,26427.0,0.0008046702429788577,0.0003714105396023982,0.0,0.936888608393815,0.012622278321236984,0.06311139160618491
70657,LA,4721.0,4237.0,2598.0,8694571.58,357.0,3346.6403310238647,0.5503071383181529,4300.0,4211.0,74.0,75.0,21575.0,0.001097906976744186,0.0006041860465116279,0.017209302325581394,0.9793023255813953,0.01744186046511628,0.02069767441860465
70658,LA,878.0,794.0,439.0,1542961.38,207.0,3514.71840546697,0.5,858.0,849.0,2.0,1.0,,0.0010233100233100233,0.0005116550116550117,0.002331002331002331,0.9895104895104895,0.0011655011655011655,0.01048951048951049
70659,LA,768.0,648.0,352.0,880441.0800000001,159.0,2501.2530681818184,0.4583333333333333,1413.0,1185.0,147.0,157.0,24817.0,0.000543524416135881,0.0002491153573956122,0.1040339702760085,0.8386411889596603,0.1111111111111111,0.1613588110403397
70660,LA,1562.0,1383.0,830.0,2760738.31,126.0,3326.1907349397584,0.5313700384122919,2243.0,2243.0,0.0,0.0,40786.0,0.0006963887650468124,0.00037004012483281317,0.0,1.0,0.0,0.0
70661,LA,3114.0,2696.0,1726.0,7714884.289999999,80.0,4469.805498261877,0.5542710340398201,1450.0,1345.0,62.0,7.0,25952.0,0.002147586206896552,0.001190344827586207,0.04275862068965517,0.9275862068965517,0.004827586206896552,0.07241379310344828
70662,LA,344.0,300.0,170.0,510389.63,118.0,3002.2919411764706,0.4941860465116279,199.0,199.0,0.0,0.0,,0.001728643216080402,0.0008542713567839197,0.0,1.0,0.0,0.0
70663,LA,33099.0,28707.0,17711.0,47032523.36,504.0,2655.5543650838463,0.5350916946131303,28475.0,25269.0,1859.0,1631.0,29652.0,0.0011623880597014925,0.0006219841966637402,0.06528533801580334,0.8874100087796313,0.057278314310798946,0.11258999122036875
70664,LA,49.0,40.0,32.0,85195.14,118.0,2662.348125,0.6530612244897959,,,,,,,,,,,
70665,LA,11942.0,10535.0,6252.0,19534241.69,286.0,3124.4788371721047,0.5235303969184392,12343.0,11143.0,823.0,435.0,33578.0,0.0009675119500931703,0.0005065219152556106,0.06667746901077534,0.9027789030219557,0.035242647654541034,0.09722109697804424
70668,LA,8072.0,7036.0,4525.0,16916969.479999997,198.0,3738.55679116022,0.5605797819623389,7019.0,6379.0,343.0,406.0,26605.0,0.0011500213705656077,0.0006446787291636985,0.04886736002279527,0.9088189200740846,0.05784299757800256,0.09118107992591537
70669,LA,12964.0,11313.0,7075.0,20237592.01,387.0,2860.437033215547,0.5457420549213206,9800.0,8175.0,1337.0,89.0,30934.0,0.001322857142857143,0.0007219387755102041,0.13642857142857143,0.8341836734693877,0.009081632653061224,0.16581632653061223
70684,LA,1.0,1.0,1.0,2000.0,38.0,2000.0,1.0,,,,,,,,,,,
70689,LA,1.0,1.0,1.0,3084.0,40.0,3084.0,1.0,,,,,,,,,,,
70690,LA,1.0,1.0,1.0,8933.5,49.0,8933.5,1.0,,,,,,,,,,,
70697,LA,1.0,1.0,1.0,2013.38,40.0,2013.38,1.0,,,,,,,,,,,
70700,LA,1.0,1.0,1.0,2819.4,48.0,2819.4,1.0,,,,,,,,,,,
70701,LA,2.0,2.0,2.0,13743.51,75.0,6871.755,1.0,,,,,,,,,,,
70705,LA,6.0,4.0,3.0,22850.67,118.0,7616.889999999999,0.5,,,,,,,,,,,
70706,LA,12099.0,10979.0,6140.0,26930175.200000003,453.0,4386.022019543974,0.5074799570212414,23426.0,21337.0,1479.0,423.0,36568.0,0.000516477418253223,0.0002621019380175873,0.06313497822931785,0.9108255784171434,0.018056859899257236,0.08917442158285666
70707,LA,31.0,21.0,9.0,17763.53,107.0,1973.7255555555555,0.2903225806451613,,,,,,,,,,,
70708,LA,3.0,3.0,2.0,2500.0,88.0,1250.0,0.6666666666666666,,,,,,,,,,,
70710,LA,1664.0,1512.0,656.0,1113338.61,173.0,1697.1625152439026,0.3942307692307692,5635.0,3043.0,2375.0,289.0,39616.0,0.0002952972493345164,0.00011641526175687666,0.42147293700088734,0.5400177462289264,0.05128660159716061,0.45998225377107366
70711,LA,4782.0,4384.0,2863.0,13171297.16,256.0,4600.52293398533,0.5987034713508992,5612.0,5129.0,1.0,469.0,34299.0,0.0008521026372059872,0.0005101568068424804,0.0001781895937277263,0.9139344262295082,0.08357091945830364,0.0860655737704918
70712,LA,42.0,36.0,8.0,15674.89,41.0,1959.36125,0.1904761904761904,3804.0,1111.0,2429.0,82.0,21346.0,1.1041009463722398e-05,2.103049421661409e-06,0.6385383806519453,0.2920609884332282,0.021556256572029444,0.7079390115667719
70714,LA,13730.0,12244.0,6096.0,31285746.12,457.0,5132.176200787402,0.4439912600145666,18775.0,5236.0,13322.0,79.0,29890.0,0.0007312916111850866,0.00032468708388814913,0.709560585885486,0.2788814913448735,0.004207723035952064,0.7211185086551265
70715,LA,868.0,805.0,314.0,902012.49,206.0,2872.6512420382164,0.3617511520737327,1480.0,894.0,586.0,282.0,22390.0,0.0005864864864864865,0.00021216216216216215,0.39594594594594595,0.6040540540540541,0.19054054054054054,0.39594594594594595
70716,LA,22.0,19.0,7.0,15395.4,44.0,2199.342857142857,0.3181818181818182,,,,,,,,,,,
70717,LA,10.0,8.0,4.0,5929.65,123.0,1482.4125,0.4,,,,,,,,,,,
70718,LA,32.0,29.0,14.0,101191.35,197.0,7227.953571428572,0.4375,,,,,,,,,,,
70719,LA,1953.0,1778.0,746.0,1484246.16,238.0,1989.6061126005363,0.3819764464925755,4047.0,2953.0,1073.0,28.0,40882.0,0.0004825796886582654,0.00018433407462317767,0.2651346676550531,0.729676303434643,0.006918705213738572,0.27032369656535704
70720,LA,5.0,4.0,2.0,2329.99,36.0,1164.995,0.4,,,,,,,,,,,
70721,LA,617.0,562.0,335.0,968419.51,134.0,2890.8045074626866,0.5429497568881686,503.0,231.0,267.0,8.0,30200.0,0.0012266401590457256,0.0006660039761431411,0.5308151093439364,0.4592445328031809,0.015904572564612324,0.5407554671968191
70722,LA,3852.0,3493.0,1836.0,6668354.729999999,241.0,3632.001486928104,0.4766355140186916,5154.0,3495.0,1535.0,0.0,28684.0,0.0007473806752037254,0.0003562281722933644,0.29782693053938686,0.6781140861466822,0.0,0.32188591385331783
70723,LA,1776.0,1648.0,944.0,4009544.03,183.0,4247.398336864407,0.5315315315315315,1306.0,388.0,902.0,16.0,24041.0,0.001359877488514548,0.0007228177641653904,0.6906584992343032,0.29709035222052066,0.01225114854517611,0.7029096477794793
70724,LA,2.0,2.0,2.0,28299.78,84.0,14149.89,1.0,,,,,,,,,,,
70725,LA,1686.0,1576.0,851.0,2831279.5,232.0,3327.002937720329,0.5047449584816133,1764.0,1084.0,680.0,0.0,18132.0,0.00095578231292517,0.0004824263038548753,0.3854875283446712,0.6145124716553289,0.0,0.3854875283446712
70726,LA,40325.0,35945.0,22011.0,141967467.31,899.0,6449.84177502158,0.5458400495970241,57561.0,48539.0,5478.0,3460.0,32802.0,0.0007005611438300238,0.00038239432949392817,0.09516860374211705,0.8432619308212157,0.06011014402112542,0.15673806917878425
70727,LA,20.0,14.0,7.0,35391.65,130.0,5055.95,0.35,,,,,,,,,,,
70728,LA,15.0,14.0,6.0,12184.56,112.0,2030.76,0.4,,,,,,,,,,,
70729,LA,486.0,459.0,153.0,304959.18,118.0,1993.1972549019608,0.3148148148148148,1083.0,1042.0,41.0,0.0,,0.0004487534626038781,0.00014127423822714682,0.03785780240073869,0.9621421975992613,0.0,0.03785780240073869
70730,LA,1870.0,1690.0,791.0,1814932.23,165.0,2294.4781668773703,0.4229946524064171,2789.0,1444.0,1337.0,3.0,31082.0,0.0006704912154894227,0.00028361419863750446,0.4793832915023306,0.5177482968806024,0.0010756543564001434,0.48225170311939763
70732,LA,478.0,454.0,160.0,418160.21,44.0,2613.5013125,0.3347280334728033,1235.0,1100.0,98.0,10.0,24175.0,0.0003870445344129554,0.00012955465587044534,0.07935222672064778,0.8906882591093117,0.008097165991902834,0.10931174089068826
70733,LA,1927.0,1749.0,1025.0,5963528.87,202.0,5818.076946341464,0.5319148936170213,1165.0,1153.0,0.0,0.0,37656.0,0.0016540772532188841,0.0008798283261802575,0.0,0.9896995708154507,0.0,0.010300429184549357
70734,LA,3789.0,3430.0,1593.0,3389250.2300000004,237.0,2127.5895982423103,0.4204275534441805,8869.0,6517.0,1851.0,909.0,42929.0,0.0004272184011726237,0.00017961438719134063,0.20870447626564437,0.7348066298342542,0.10249182545946556,0.26519337016574585
70736,LA,242.0,229.0,81.0,227368.36,151.0,2807.0167901234568,0.3347107438016529,808.0,355.0,345.0,0.0,18261.0,0.0002995049504950495,0.00010024752475247526,0.42698019801980197,0.43935643564356436,0.0,0.5606435643564357
70737,LA,23468.0,21154.0,10644.0,23161937.07,527.0,2176.055718714769,0.4535537753536731,44744.0,30117.0,11139.0,2810.0,39152.0,0.0005244949043447165,0.00023788664401930984,0.24894957983193278,0.6730958340783122,0.06280171643125335,0.3269041659216878
70738,LA,3.0,3.0,1.0,2000.0,101.0,2000.0,0.3333333333333333,,,,,,,,,,,
70739,LA,7011.0,6442.0,4084.0,34242464.809999995,245.0,8384.540844760038,0.5825131935529881,13922.0,12372.0,1057.0,231.0,46617.0,0.00050359143801178,0.0002933486568021836,0.07592299956902744,0.8886654216348225,0.016592443614423216,0.11133457836517742
70740,LA,632.0,586.0,268.0,543982.5499999999,44.0,2029.785634328358,0.4240506329113924,1556.0,1430.0,113.0,0.0,26591.0,0.00040616966580976865,0.00017223650385604113,0.07262210796915167,0.9190231362467867,0.0,0.08097686375321336
70743,LA,89.0,77.0,26.0,71687.88,41.0,2757.226153846154,0.2921348314606741,383.0,383.0,0.0,0.0,41975.0,0.00023237597911227154,6.78851174934726e-05,0.0,1.0,0.0,0.0
70744,LA,6295.0,5794.0,3783.0,19168922.09,419.0,5067.121884747554,0.6009531374106434,7202.0,6932.0,10.0,174.0,30861.0,0.0008740627603443488,0.0005252707581227437,0.0013885031935573452,0.9625104137739516,0.024159955567897805,0.03748958622604832
70747,LA,154.0,137.0,65.0,145651.29,68.0,2240.789076923077,0.422077922077922,215.0,89.0,126.0,0.0,13438.0,0.0007162790697674418,0.00030232558139534885,0.586046511627907,0.413953488372093,0.0,0.586046511627907
70748,LA,2267.0,2029.0,927.0,2116288.03,340.0,2282.9428586839263,0.4089104543449492,7531.0,3167.0,4031.0,319.0,22296.0,0.0003010224405789404,0.00012309122294516,0.5352542822998274,0.4205284822732705,0.04235825255610145,0.5794715177267296
70749,LA,694.0,621.0,236.0,594653.01,177.0,2519.7161440677964,0.3400576368876081,1323.0,1052.0,190.0,48.0,26806.0,0.0005245653817082389,0.00017838246409674981,0.1436130007558579,0.7951625094482238,0.036281179138321996,0.20483749055177627
70750,LA,645.0,590.0,228.0,690003.09,87.0,3026.329342105263,0.3534883720930232,1403.0,1394.0,0.0,0.0,24722.0,0.0004597291518175339,0.00016250890947968637,0.0,0.9935851746258019,0.0,0.006414825374198147
70752,LA,248.0,230.0,62.0,132396.32,80.0,2135.4245161290323,0.25,791.0,620.0,92.0,79.0,26735.0,0.00031352718078381795,7.838179519595449e-05,0.11630847029077118,0.7838179519595448,0.09987357774968394,0.21618204804045513
70753,LA,687.0,652.0,288.0,759348.7000000001,204.0,2636.627430555556,0.4192139737991266,944.0,302.0,633.0,19.0,23275.0,0.0007277542372881356,0.0003050847457627119,0.6705508474576272,0.3199152542372881,0.020127118644067795,0.6800847457627118
70754,LA,8498.0,7711.0,4438.0,17048523.56,403.0,3841.4879585398826,0.5222405271828665,12485.0,12171.0,266.0,135.0,33119.0,0.000680656788145775,0.00035546655987184623,0.02130556668001602,0.9748498197837405,0.010812975570684821,0.02515018021625951
70755,LA,749.0,697.0,297.0,781692.69,88.0,2631.961919191919,0.3965287049399199,1683.0,1433.0,213.0,0.0,37009.0,0.00044503862150920974,0.00017647058823529413,0.1265597147950089,0.851455733808675,0.0,0.14854426619132502
70756,LA,269.0,249.0,111.0,433878.61,142.0,3908.816306306306,0.4126394052044609,526.0,499.0,27.0,0.0,24624.0,0.0005114068441064638,0.00021102661596958175,0.051330798479087454,0.9486692015209125,0.0,0.051330798479087454
70757,LA,2120.0,1972.0,860.0,2253932.49,310.0,2620.85173255814,0.4056603773584906,2246.0,1474.0,711.0,0.0,26696.0,0.000943900267141585,0.00038290293855743545,0.3165627782724844,0.6562778272484416,0.0,0.3437221727515583
70758,LA,2.0,2.0,2.0,12697.69,49.0,6348.845,1.0,,,,,,,,,,,
70759,LA,788.0,739.0,270.0,487583.25,79.0,1805.8638888888888,0.3426395939086294,1468.0,800.0,603.0,74.0,28232.0,0.0005367847411444142,0.00018392370572207085,0.41076294277929154,0.5449591280653951,0.05040871934604905,0.4550408719346049
70760,LA,4638.0,4263.0,1847.0,4221795.19,210.0,2285.758088792637,0.3982319965502371,6587.0,2204.0,4294.0,22.0,25907.0,0.0007041141642629422,0.0002804007894337331,0.6518900865340823,0.33459845149536965,0.003339911947775922,0.6654015485046303
70761,LA,503.0,445.0,233.0,541434.74,116.0,2323.7542489270386,0.4632206759443339,370.0,271.0,98.0,2.0,32857.0,0.0013594594594594596,0.0006297297297297298,0.2648648648648649,0.7324324324324324,0.005405405405405406,0.26756756756756755
70762,LA,388.0,360.0,139.0,213923.15,88.0,1539.0154676258994,0.3582474226804124,855.0,668.0,103.0,28.0,33625.0,0.0004538011695906433,0.00016257309941520467,0.12046783625730995,0.7812865497076024,0.03274853801169591,0.21871345029239767
70763,LA,2512.0,2365.0,1268.0,2948504.36,203.0,2325.3188958990536,0.5047770700636943,4774.0,3598.0,1132.0,44.0,40673.0,0.0005261834939254294,0.00026560536237955597,0.23711772098868872,0.7536656891495601,0.009216589861751152,0.24633431085043989
70764,LA,11477.0,10678.0,4651.0,11673835.97,534.0,2509.9625822403787,0.4052452731550056,16667.0,8251.0,7926.0,581.0,24970.0,0.0006886062278754425,0.00027905441891162174,0.4755504889902202,0.49505009899802005,0.03485930281394372,0.50494990100198
70765,LA,13.0,9.0,3.0,5028.389999999999,44.0,1676.13,0.2307692307692307,,,,,,,,,,,
70767,LA,7590.0,6909.0,2764.0,5214896.17,326.0,1886.7207561505063,0.364163372859025,15675.0,8157.0,7214.0,531.0,32483.0,0.00048421052631578945,0.0001763317384370016,0.46022328548644337,0.5203827751196173,0.0338755980861244,0.4796172248803828
70769,LA,20089.0,18305.0,8765.0,31080205.95,650.0,3545.9447746719907,0.4363084274976355,46186.0,37226.0,5801.0,2241.0,50550.0,0.00043495864547698435,0.0001897761226345646,0.12560083142077685,0.8060018187329494,0.04852119689949335,0.19399818126705062
70770,LA,1352.0,1214.0,513.0,1432669.33,193.0,2792.7277387914232,0.3794378698224852,2900.0,2685.0,0.0,64.0,39708.0,0.0004662068965517241,0.00017689655172413793,0.0,0.9258620689655173,0.022068965517241378,0.07413793103448275
70772,LA,386.0,349.0,159.0,343586.19,126.0,2160.919433962264,0.4119170984455959,869.0,693.0,176.0,0.0,25647.0,0.0004441887226697353,0.00018296892980437286,0.20253164556962025,0.7974683544303798,0.0,0.20253164556962025
70773,LA,77.0,71.0,28.0,44778.28,93.0,1599.2242857142858,0.3636363636363636,225.0,200.0,25.0,0.0,20565.0,0.0003422222222222222,0.00012444444444444444,0.1111111111111111,0.8888888888888888,0.0,0.1111111111111111
70774,LA,8715.0,8017.0,5114.0,30531235.24,200.0,5970.12812671099,0.5868043602983362,10206.0,9596.0,269.0,843.0,31727.0,0.0008539094650205762,0.0005010777973740937,0.026357044875563396,0.9402312365275328,0.08259847148736038,0.05976876347246718
70775,LA,3375.0,3019.0,1230.0,2939640.57,230.0,2389.951682926829,0.3644444444444444,11120.0,6914.0,4101.0,48.0,32971.0,0.0003035071942446043,0.00011061151079136691,0.368794964028777,0.6217625899280576,0.004316546762589928,0.37823741007194245
70776,LA,2194.0,1968.0,1016.0,2678524.77,243.0,2636.3432775590545,0.463081130355515,6316.0,2904.0,3250.0,200.0,36097.0,0.0003473717542748575,0.00016086130462317924,0.5145661811272958,0.4597846738442052,0.031665611146295125,0.5402153261557948
70777,LA,1998.0,1809.0,827.0,2931465.07,290.0,3544.6977871825875,0.4139139139139139,3681.0,2937.0,699.0,2.0,38674.0,0.0005427872860635696,0.00022466720999728335,0.18989405052974734,0.797881010594947,0.0005433306166802499,0.20211898940505296
70778,LA,2190.0,2020.0,1096.0,3673091.53,282.0,3351.3608850364963,0.5004566210045662,2858.0,2002.0,407.0,144.0,42197.0,0.0007662701189643107,0.0003834849545136459,0.142407277816655,0.7004898530440867,0.05038488453463961,0.2995101469559132
70780,LA,858.0,815.0,372.0,1032375.95,90.0,2775.2041666666664,0.4335664335664335,1403.0,278.0,1125.0,0.0,31026.0,0.0006115466856735566,0.00026514611546685674,0.8018531717747683,0.19814682822523164,0.0,0.8018531717747683
70781,LA,8.0,8.0,5.0,8500.0,44.0,1700.0,0.625,,,,,,,,,,,
70782,LA,61.0,53.0,28.0,98584.1,41.0,3520.8607142857145,0.4590163934426229,103.0,71.0,32.0,0.0,,0.0005922330097087378,0.00027184466019417475,0.3106796116504854,0.6893203883495146,0.0,0.3106796116504854
70783,LA,1016.0,907.0,349.0,769721.33,170.0,2205.5052435530083,0.343503937007874,2500.0,2453.0,47.0,48.0,31743.0,0.00040639999999999996,0.0001396,0.0188,0.9812,0.0192,0.0188
70784,LA,85.0,72.0,34.0,124847.26,190.0,3671.978235294117,0.4,,,,,,,,,,,
70785,LA,13420.0,12004.0,6459.0,20816720.88,377.0,3222.9015141662794,0.4812965722801788,22474.0,20161.0,1379.0,481.0,35608.0,0.000597134466494616,0.000287398771914212,0.06135979353920085,0.8970810714603542,0.021402509566610304,0.10291892853964581
70786,LA,30.0,22.0,9.0,34953.41,49.0,3883.7122222222224,0.3,,,,,,,,,,,
70787,LA,133.0,122.0,50.0,135589.46,85.0,2711.7892,0.3759398496240601,287.0,37.0,250.0,0.0,21139.0,0.0004634146341463415,0.00017421602787456446,0.8710801393728222,0.1289198606271777,0.0,0.8710801393728222
70788,LA,3922.0,3643.0,1970.0,5017462.290000001,354.0,2546.9351725888328,0.5022947475777665,4264.0,1713.0,2449.0,97.0,23567.0,0.0009197936210131332,0.0004620075046904315,0.574343339587242,0.4017354596622889,0.02274859287054409,0.598264540337711
70789,LA,538.0,493.0,231.0,676715.6,121.0,2929.504761904762,0.4293680297397769,624.0,104.0,473.0,0.0,18021.0,0.0008621794871794872,0.0003701923076923077,0.7580128205128205,0.16666666666666666,0.0,0.8333333333333334
70791,LA,11987.0,10755.0,4808.0,18361444.110000003,528.0,3818.93596297837,0.4011011929590389,27365.0,14226.0,12031.0,511.0,39187.0,0.00043804129362324135,0.00017569888543760278,0.43964918691759547,0.5198611364882149,0.018673488032157865,0.48013886351178514
70792,LA,73.0,72.0,46.0,64339.05,85.0,1398.675,0.6301369863013698,,,,,,,,,,,
70794,LA,1.0,1.0,1.0,1513.0,44.0,1513.0,1.0,,,,,,,,,,,
70796,LA,1.0,1.0,1.0,2791.4,63.0,2791.4,1.0,,,,,,,,,,,
70801,LA,84.0,66.0,24.0,42464.71000000001,166.0,1769.362916666667,0.2857142857142857,362.0,298.0,64.0,0.0,,0.0002320441988950276,6.629834254143647e-05,0.17679558011049723,0.8232044198895028,0.0,0.17679558011049723
70802,LA,19982.0,17608.0,8243.0,16115101.23,565.0,1955.0043952444496,0.412521269142228,23295.0,4106.0,17714.0,470.0,17293.0,0.0008577806396222365,0.0003538527581025971,0.7604206911354368,0.17626100021463834,0.02017600343421335,0.8237389997853617
70803,LA,70.0,53.0,13.0,23910.38,85.0,1839.26,0.1857142857142857,1298.0,798.0,455.0,69.0,4610.0,5.3929121725731896e-05,1.0015408320493067e-05,0.3505392912172573,0.6147919876733436,0.053158705701078585,0.3852080123266564
70804,LA,16.0,14.0,4.0,8000.0,79.0,2000.0,0.25,,,,,,,,,,,
70805,LA,30291.0,26773.0,13403.0,49199185.11000001,631.0,3670.759166604492,0.4424746624409891,26263.0,899.0,24516.0,489.0,16086.0,0.0011533716635570956,0.0005103377375014279,0.9334805620073868,0.034230666717435174,0.018619350416936374,0.9657693332825649
70806,LA,15827.0,13155.0,5843.0,8630099.93,478.0,1476.998105425295,0.3691792506476274,30180.0,16012.0,11992.0,1267.0,25712.0,0.0005244201457919152,0.0001936050364479788,0.39734923790589793,0.5305500331345262,0.04198144466534129,0.4694499668654738
70807,LA,12329.0,10893.0,5072.0,9687114.22,592.0,1909.919996056782,0.4113877848973963,17037.0,437.0,16182.0,145.0,17216.0,0.0007236602688266713,0.00029770499501085873,0.9498151082937136,0.025650055760990786,0.008510888067147972,0.9743499442390092
70808,LA,9929.0,8566.0,3535.0,5966571.529999999,391.0,1687.8561612446956,0.356027797361265,36576.0,26678.0,6587.0,1435.0,38597.0,0.0002714621609798775,9.664807524059492e-05,0.18009076990376202,0.7293853893263342,0.03923337707786527,0.27061461067366577
70809,LA,9682.0,8179.0,3887.0,6413981.71,477.0,1650.1110650887574,0.4014666391241479,26306.0,17856.0,6127.0,1015.0,48207.0,0.0003680529156846347,0.00014776096707975366,0.23291264350338325,0.6787805063483616,0.038584353379457155,0.32121949365163843
70810,LA,15763.0,13800.0,5293.0,8349583.920000001,569.0,1577.4766521821275,0.3357863350884983,40179.0,24585.0,11100.0,2068.0,43214.0,0.0003923193708156002,0.00013173548371039597,0.2762637198536549,0.6118868065407302,0.051469673212374625,0.38811319345926976
70811,LA,11028.0,9852.0,4796.0,25202641.23,428.0,5254.929364053378,0.4348929996372869,14127.0,1679.0,12143.0,148.0,21706.0,0.0007806328307496284,0.0003394917533800524,0.8595597083598783,0.11885042825794578,0.010476392723154244,0.8811495717420542
70812,LA,11199.0,10053.0,5407.0,33173138.28,306.0,6135.22069169595,0.4828109652647558,12341.0,155.0,11706.0,442.0,21690.0,0.0009074629284498826,0.00043813305242686976,0.9485454987440239,0.012559760149096507,0.03581557410258488,0.9874402398509035
70813,LA,139.0,83.0,17.0,30619.99,160.0,1801.175882352941,0.1223021582733813,,,,,,,,,,,
70814,LA,14976.0,13353.0,7716.0,76713502.78,467.0,9942.133589942976,0.5152243589743589,11646.0,1759.0,9259.0,919.0,26977.0,0.001285935085007728,0.0006625450798557445,0.7950369225485145,0.15103898334191998,0.07891121415078138,0.84896101665808
70815,LA,20084.0,17537.0,8990.0,43127479.77,717.0,4797.272499443826,0.4476199960167297,30124.0,10339.0,14346.0,2437.0,28537.0,0.0006667109281635904,0.0002984331430088966,0.4762315761519055,0.3432147125215775,0.08089895100252291,0.6567852874784226
70816,LA,29209.0,24701.0,13473.0,68589068.39,763.0,5090.853439471536,0.4612619398130713,41818.0,18790.0,18170.0,3823.0,34666.0,0.0006984791238222775,0.00032218183557319814,0.43450188913864846,0.44932804055669806,0.09141996269548998,0.5506719594433019
70817,LA,14267.0,12665.0,5931.0,18136434.539999995,440.0,3057.9049974709146,0.4157145861078012,34491.0,24813.0,6776.0,1339.0,45019.0,0.00041364413905076684,0.00017195790206140732,0.19645704676582296,0.7194050621901366,0.03882172160853556,0.28059493780986344
70818,LA,5648.0,5082.0,3089.0,22922842.65,356.0,7420.797232113952,0.5469192634560907,10072.0,7710.0,1599.0,310.0,40065.0,0.0005607625099285147,0.00030669181890389196,0.15875694996028594,0.7654884829229547,0.03077839555202542,0.23451151707704526
70819,LA,5186.0,4669.0,3001.0,22209093.92,244.0,7400.564451849383,0.5786733513305052,4445.0,1070.0,3003.0,372.0,34665.0,0.0011667041619797525,0.000675140607424072,0.6755905511811023,0.2407199100112486,0.08368953880764904,0.7592800899887514
70820,LA,6700.0,5569.0,2705.0,4125482.34,537.0,1525.132103512015,0.403731343283582,18770.0,11343.0,4410.0,1263.0,16084.0,0.00035695258391049543,0.00014411294619072988,0.2349493873201918,0.6043153969099627,0.06728822589238145,0.3956846030900373
70821,LA,17.0,9.0,5.0,6216.52,94.0,1243.304,0.2941176470588235,,,,,,,,,,,
70822,LA,7.0,4.0,1.0,2000.0,44.0,2000.0,0.1428571428571428,,,,,,,,,,,
70825,LA,2.0,2.0,1.0,2000.0,44.0,2000.0,0.5,,,,,,,,,,,
70826,LA,4.0,4.0,3.0,4750.0,93.0,1583.3333333333333,0.75,,,,,,,,,,,
70830,LA,2.0,2.0,1.0,169.99,91.0,169.99,0.5,,,,,,,,,,,
70835,LA,5.0,4.0,3.0,3229.0,93.0,1076.3333333333333,0.6,,,,,,,,,,,
70836,LA,57.0,44.0,30.0,35850.4,44.0,1195.013333333333,0.5263157894736842,0.0,0.0,0.0,0.0,,inf,inf,,,,
70841,LA,2.0,1.0,1.0,2000.0,75.0,2000.0,0.5,,,,,,,,,,,
70843,LA,1.0,1.0,1.0,500.0,44.0,500.0,1.0,,,,,,,,,,,
70852,LA,2.0,2.0,1.0,2000.0,86.0,2000.0,0.5,,,,,,,,,,,
70854,LA,2.0,2.0,2.0,5258.46,93.0,2629.23,1.0,,,,,,,,,,,
70856,LA,1.0,1.0,1.0,1561.0,46.0,1561.0,1.0,,,,,,,,,,,
70863,LA,1.0,1.0,1.0,2000.0,44.0,2000.0,1.0,,,,,,,,,,,
70864,LA,1.0,1.0,1.0,2000.0,44.0,2000.0,1.0,,,,,,,,,,,
70869,LA,1.0,1.0,1.0,500.0,63.0,500.0,1.0,,,,,,,,,,,
70872,LA,1.0,1.0,1.0,2608.26,44.0,2608.26,1.0,,,,,,,,,,,
70874,LA,8.0,5.0,3.0,37000.0,44.0,12333.333333333334,0.375,,,,,,,,,,,
70875,LA,1.0,1.0,1.0,750.0,49.0,750.0,1.0,,,,,,,,,,,
