pop_total,pop_white,pop_black,pop_latino,median_income,state,zip code tabulation area,zipcode
229,229,0,0,14291,42,17730,17730
238,238,0,1,31750,42,17731,17731
6604,6468,35,23,30043,42,17737,17737
32,32,0,0,51250,42,17739,17739
12407,12218,74,147,31525,42,17740,17740
46,46,0,0,27813,42,17742,17742
2996,2933,9,30,26166,42,17744,17744
18397,17375,560,336,22392,42,17745,17745
3426,3340,5,56,28997,42,17747,17747
186,179,0,0,23456,42,17748,17748
286,286,0,0,29000,42,17749,17749
176,161,0,0,19792,42,17750,17750
7169,7003,42,99,29034,42,17751,17751
4595,4391,25,56,28407,42,17752,17752
12404,12048,40,269,32221,42,17754,17754
11978,11268,541,190,26433,42,17756,17756
981,974,0,3,26082,42,17758,17758
648,636,0,0,32083,42,17760,17760
469,445,0,14,31550,42,17762,17762
178,158,0,0,26042,42,17763,17763
2294,2240,21,70,20464,42,17764,17764
1236,1226,5,0,23571,42,17765,17765
170,170,0,0,25694,42,17767,17767
336,336,0,0,31071,42,17768,17768
3194,3123,20,35,29179,42,17771,17771
2377,2356,0,12,28726,42,17772,17772
1388,1367,6,18,27436,42,17774,17774
264,261,0,0,26094,42,17776,17776
7211,7064,45,171,29199,42,17777,17777
161,161,0,2,20833,42,17778,17778
386,386,0,0,50875,42,17779,17779
15701,14934,387,640,25354,42,17801,17801
5803,3469,1616,769,11442,42,17810,17810
1258,1239,3,0,23775,42,17812,17812
2074,2030,0,35,30068,42,17813,17813
4899,4577,150,164,28399,42,17814,17814
29764,27725,923,720,27213,42,17815,17815
5616,5455,7,65,29638,42,17820,17820
18402,17210,309,513,30934,42,17821,17821
0,0,0,0,,42,17822,17822
1258,1244,1,0,30262,42,17823,17823
3889,3744,39,6,38177,42,17824,17824
672,665,2,9,26848,42,17827,17827
244,239,0,0,25500,42,17829,17829
1913,1878,7,25,32110,42,17830,17830
803,803,0,0,25441,42,17832,17832
3374,3328,4,27,28067,42,17834,17834
415,403,0,0,27169,42,17835,17835
217,217,0,0,30227,42,17836,17836
19660,17233,1103,944,23385,42,17837,17837
598,598,0,0,28793,42,17840,17840
4926,4804,74,11,25541,42,17841,17841
8625,8461,44,33,27552,42,17842,17842
10296,10058,67,166,28896,42,17844,17844
2170,2104,46,94,25371,42,17845,17845
3912,3791,7,41,26944,42,17846,17846
11572,10971,192,568,27843,42,17847,17847
680,680,0,15,30000,42,17850,17850
7405,7278,44,96,23259,42,17851,17851
3363,3306,5,16,30313,42,17853,17853
1031,1016,0,0,27670,42,17855,17855
3161,3145,12,27,27375,42,17856,17856
7306,6936,232,230,29505,42,17857,17857
2807,2698,7,7,28987,42,17859,17859
2633,2610,0,47,36292,42,17860,17860
169,169,0,0,46953,42,17861,17861
527,522,2,6,25216,42,17862,17862
2206,2166,6,44,27847,42,17864,17864
128,122,0,0,38750,42,17865,17865
10297,8424,1409,682,20879,42,17866,17866
127,127,0,0,24500,42,17867,17867
1135,1044,25,0,27439,42,17868,17868
15407,14390,320,634,27707,42,17870,17870
9202,8640,90,648,21919,42,17872,17872
1919,1876,4,52,27821,42,17876,17876
1443,1388,7,23,27475,42,17878,17878
128,128,0,0,22500,42,17880,17880
1424,1389,0,9,26431,42,17881,17881
201,200,0,0,,42,17884,17884
212,212,0,0,29500,42,17885,17885
1630,893,54,654,15075,42,17886,17886
227,191,0,0,,42,17887,17887
281,271,0,3,22404,42,17888,17888
2516,2461,1,9,30343,42,17889,17889
22670,21761,641,629,26846,42,17901,17901
338,338,0,0,30903,42,17920,17920
7321,6024,887,399,27024,42,17921,17921
4772,4739,12,106,38665,42,17922,17922
438,438,0,0,23375,42,17923,17923
364,364,0,3,28250,42,17925,17925
1554,1471,34,69,28000,42,17929,17929
387,387,0,20,28375,42,17930,17930
8751,6165,1914,740,20536,42,17931,17931
135,135,0,0,59356,42,17933,17933
395,390,0,0,23750,42,17934,17934
1595,1501,5,77,20051,42,17935,17935
821,821,0,5,27727,42,17936,17936
2308,2291,0,11,37083,42,17938,17938
772,757,5,11,29444,42,17941,17941
113,98,0,15,26205,42,17943,17943
136,136,0,0,33750,42,17944,17944
188,188,0,0,25417,42,17945,17945
146,146,0,34,,42,17946,17946
4677,3985,210,405,21988,42,17948,17948
222,222,0,5,17153,42,17949,17949
238,238,0,0,23603,42,17951,17951
274,272,0,0,29688,42,17952,17952
427,422,0,0,26364,42,17953,17953
4460,4302,0,152,24713,42,17954,17954
299,299,0,0,25900,42,17957,17957
1362,1335,10,52,27188,42,17959,17959
4114,4012,50,118,31200,42,17960,17960
6590,6202,17,140,37429,42,17961,17961
9043,8837,57,206,31217,42,17963,17963
801,795,0,12,29023,42,17964,17964
1989,1982,0,72,28095,42,17965,17965
2488,2469,12,65,30712,42,17967,17967
259,259,0,0,38281,42,17968,17968
3105,3074,19,41,22970,42,17970,17970
11308,11052,34,123,31964,42,17972,17972
281,281,0,0,,42,17974,17974
6644,5615,328,1501,20593,42,17976,17976
286,280,0,0,27083,42,17978,17978
197,197,0,0,40952,42,17979,17979
3037,3013,2,27,30035,42,17980,17980
2713,2694,12,11,25424,42,17981,17981
452,435,4,0,30917,42,17982,17982
1543,1509,0,2,32447,42,17983,17983
1204,1171,12,22,31250,42,17985,17985
5580,5025,165,438,43037,42,18011,18011
18037,17325,144,806,29625,42,18013,18013
11660,11389,151,430,30119,42,18014,18014
33447,25177,2543,10783,22452,42,18015,18015
0,0,0,0,,42,18016,18016
39453,32095,3249,7544,36105,42,18017,18017
31304,25588,1961,7981,30263,42,18018,18018
20393,17177,1270,2041,35931,42,18020,18020
610,596,8,56,28750,42,18030,18030
10622,8117,693,1225,45205,42,18031,18031
9399,8767,304,1199,32367,42,18032,18032
9186,8393,14,741,34387,42,18034,18034
29,29,0,0,40179,42,18035,18035
13942,13076,284,443,42327,42,18036,18036
7806,7193,275,868,31259,42,18037,18037
2846,2824,0,44,38051,42,18038,18038
16586,13737,1712,1368,44197,42,18040,18040
5252,4957,79,111,35668,42,18041,18041
42299,31188,5187,7942,26648,42,18042,18042
26881,22768,1440,2597,40723,42,18045,18045
0,0,0,0,,42,18046,18046
17578,16170,390,1057,39131,42,18049,18049
3429,3254,49,113,39665,42,18051,18051
27678,21857,2394,5360,34530,42,18052,18052
2182,2107,52,34,31550,42,18053,18053
4653,4259,20,142,41027,42,18054,18054
11742,10965,140,770,35332,42,18055,18055
916,869,16,52,29118,42,18056,18056
10056,9465,387,514,28480,42,18058,18058
973,959,0,0,47639,42,18059,18059
25769,22262,1273,1135,44319,42,18062,18062
391,376,0,0,31779,42,18063,18063
26396,25400,136,1236,35134,42,18064,18064
6404,6101,46,257,44364,42,18066,18066
17879,16493,509,1188,34049,42,18067,18067
0,0,0,0,,42,18068,18068
7973,7136,275,602,43261,42,18069,18069
922,922,0,0,33070,42,18070,18070
10150,10061,29,112,31250,42,18071,18071
6550,6317,61,346,31916,42,18072,18072
10745,9933,430,343,39063,42,18073,18073
5836,5652,17,62,43121,42,18074,18074
2882,2662,166,82,31913,42,18076,18076
2349,2320,21,66,52538,42,18077,18077
7621,7250,11,648,40349,42,18078,18078
751,716,10,0,,42,18079,18079
11211,10904,8,392,30332,42,18080,18080
251,251,0,40,43317,42,18081,18081
408,398,0,19,29091,42,18083,18083
1032,958,38,66,33924,42,18085,18085
841,841,0,0,22500,42,18086,18086
942,913,11,566,22273,42,18087,18087
8649,8478,0,260,32274,42,18088,18088
5385,5215,10,156,32021,42,18091,18091
3192,3039,10,117,36490,42,18092,18092
4720,2456,855,3205,17351,42,18101,18101
49497,27779,8153,31669,19335,42,18102,18102
46393,33387,4900,17266,29763,42,18103,18103
44908,36303,2774,6479,31425,42,18104,18104
31,28,3,0,9306,42,18105,18105
7265,6440,352,770,37453,42,18106,18106
17794,11672,2252,8636,22306,42,18109,18109
0,0,0,0,,42,18195,18195
26983,19039,1755,14823,25267,42,18201,18201
11853,9347,1160,3956,22948,42,18202,18202
7614,6679,701,1144,30358,42,18210,18210
1115,1100,8,11,38429,42,18211,18211
121,121,0,0,34688,42,18212,18212
1908,1893,2,10,30746,42,18214,18214
1289,1216,10,125,26443,42,18216,18216
2245,2059,131,77,27371,42,18218,18218
1554,1384,26,43,35592,42,18219,18219
260,258,0,1,22917,42,18220,18220
212,206,0,0,41649,42,18221,18221
9484,8878,246,516,37694,42,18222,18222
186,186,0,0,18172,42,18223,18223
6134,5761,94,953,27647,42,18224,18224
249,0,0,249,,42,18225,18225
8867,8628,109,401,32010,42,18229,18229
88,88,0,0,32500,42,18230,18230
487,443,29,70,26875,42,18231,18231
3796,3727,30,369,21317,42,18232,18232
171,171,0,0,21450,42,18234,18234
19188,18442,277,623,28657,42,18235,18235
3343,3122,15,487,23708,42,18237,18237
423,423,0,0,24825,42,18239,18239
3862,3476,263,279,26314,42,18240,18240
769,767,0,12,30272,42,18241,18241
130,130,0,3,32440,42,18242,18242
284,284,0,0,21635,42,18244,18244
264,264,0,16,24750,42,18245,18245
270,270,0,0,35147,42,18246,18246
499,407,32,88,27917,42,18248,18248
3722,3606,0,30,41141,42,18249,18249
2943,2765,53,238,28256,42,18250,18250
17,17,0,0,,42,18251,18251
10491,10200,58,425,29711,42,18252,18252
1073,986,67,74,23962,42,18254,18254
4509,4410,41,90,28347,42,18255,18255
325,301,24,24,29659,42,18256,18256
29660,19435,6280,5952,27832,42,18301,18301
17678,13214,2648,2932,29766,42,18302,18302
1682,1573,53,750,18173,42,18321,18321
2502,2343,58,192,31038,42,18322,18322
111,111,0,0,67708,42,18323,18323
9229,5639,2560,2331,26416,42,18324,18324
2417,1775,403,257,34968,42,18325,18325
3956,3160,630,661,26510,42,18326,18326
594,558,20,10,35341,42,18327,18327
7377,7051,35,1021,26996,42,18328,18328
8452,7565,558,631,31505,42,18330,18330
537,535,2,0,17176,42,18331,18331
2527,1960,439,424,33993,42,18332,18332
554,554,0,0,15417,42,18333,18333
4691,3029,1100,1003,32318,42,18334,18334
606,428,112,107,36667,42,18335,18335
4075,3767,37,184,33288,42,18336,18336
14226,13582,164,863,34387,42,18337,18337
208,208,0,11,,42,18340,18340
660,501,0,0,31371,42,18342,18342
4255,3749,141,545,32451,42,18343,18343
3879,2999,593,1118,29239,42,18344,18344
2534,1992,321,710,37440,42,18346,18346
2779,2743,16,219,30088,42,18347,18347
312,102,210,0,,42,18349,18349
1612,1535,77,0,30946,42,18350,18350
600,549,2,173,30972,42,18351,18351
823,763,0,60,30385,42,18352,18352
12730,11606,584,930,30699,42,18353,18353
834,759,49,0,30849,42,18354,18354
1501,1102,229,82,44173,42,18355,18355
109,109,0,0,39554,42,18356,18356
111,111,0,3,,42,18357,18357
27468,22522,2414,3258,26666,42,18360,18360
969,617,227,125,25347,42,18370,18370
796,626,129,457,51250,42,18371,18371
2918,2465,273,247,29245,42,18372,18372
6653,6404,135,161,32045,42,18403,18403
2697,2639,0,41,26316,42,18405,18405
13119,12302,48,592,25682,42,18407,18407
21878,20586,309,566,39338,42,18411,18411
191,191,0,0,,42,18413,18413
5216,5051,29,73,36467,42,18414,18414
1222,1205,0,16,37701,42,18415,18415
1018,979,0,17,30804,42,18417,18417
4786,4553,151,96,27313,42,18419,18419
47,47,0,0,14219,42,18420,18420
4981,4744,112,123,29529,42,18421,18421
5046,4837,64,246,30714,42,18424,18424
1276,1254,0,37,30967,42,18425,18425
4304,4087,46,224,27347,42,18426,18426
121,121,0,0,22363,42,18427,18427
11898,10749,636,908,29096,42,18428,18428
6,6,0,0,,42,18430,18430
11903,11614,58,390,26413,42,18431,18431
6448,6278,69,84,34787,42,18433,18433
3859,3790,1,65,28738,42,18434,18434
835,764,0,145,23942,42,18435,18435
12610,12372,34,360,26397,42,18436,18436
201,200,0,28,22083,42,18437,18437
1298,1248,0,77,34500,42,18438,18438
494,476,9,26,25000,42,18439,18439
201,201,0,8,32143,42,18441,18441
436,436,0,0,34777,42,18443,18443
13817,13496,159,259,34359,42,18444,18444
2536,2458,31,130,25267,42,18445,18445
3156,3055,15,96,26002,42,18446,18446
10692,10355,20,671,29090,42,18447,18447
646,646,0,0,31908,42,18451,18451
4853,4853,0,18,26541,42,18452,18452
978,885,11,84,26463,42,18453,18453
17,11,0,0,18393,42,18454,18454
105,105,0,0,32750,42,18455,18455
371,362,9,2,27303,42,18456,18456
178,165,0,0,9904,42,18457,18457
2445,2371,0,151,37807,42,18458,18458
3,3,0,0,,42,18459,18459
115,115,0,0,30250,42,18460,18460
295,295,0,4,29118,42,18461,18461
305,283,4,4,30625,42,18462,18462
236,226,10,7,26776,42,18463,18463
1401,1216,84,0,26404,42,18464,18464
1358,1322,17,50,29688,42,18465,18465
17421,9303,5481,5254,26273,42,18466,18466
252,243,0,0,50761,42,18469,18469
2283,2227,0,47,31575,42,18470,18470
667,667,0,0,52600,42,18471,18471
7466,5717,1346,636,23416,42,18472,18472
670,566,31,0,14148,42,18473,18473
1247,1081,129,70,14974,42,18503,18503
20525,18539,521,2463,26153,42,18504,18504
21581,17166,1687,3890,23283,42,18505,18505
5154,4741,231,82,30616,42,18507,18507
12606,10778,247,2903,21355,42,18508,18508
13851,12014,910,1153,23726,42,18509,18509
13375,9957,1119,1415,14586,42,18510,18510
11666,11025,109,360,32205,42,18512,18512
4980,4860,32,347,25174,42,18517,18517
7965,7808,16,408,33368,42,18518,18518
4659,4430,105,108,27066,42,18519,18519
241,238,0,2,53750,42,18602,18602
19357,18710,240,992,26490,42,18603,18603
4820,3126,1289,774,31443,42,18610,18610
18432,16489,1380,576,32196,42,18612,18612
2121,2101,0,15,24871,42,18614,18614
2121,2080,5,40,30192,42,18615,18615
583,567,0,10,24762,42,18616,18616
1766,1565,119,78,25644,42,18617,18617
3843,3752,28,20,35287,42,18618,18618
259,255,2,1,23938,42,18619,18619
6728,5878,597,252,27893,42,18621,18621
130,130,0,0,26071,42,18622,18622
2645,2550,5,62,25544,42,18623,18623
254,221,0,0,16534,42,18624,18624
404,398,0,36,31667,42,18625,18625
521,514,7,0,24355,42,18626,18626
214,211,0,0,24792,42,18628,18628
1749,1717,9,39,30057,42,18629,18629
3146,3052,4,73,29449,42,18630,18630
1180,1148,0,88,27457,42,18631,18631
538,538,0,0,26797,42,18632,18632
13148,11801,357,923,26389,42,18634,18634
3797,3641,115,135,30979,42,18635,18635
1246,1238,0,1,25806,42,18636,18636
16850,15821,635,620,27982,42,18640,18640
6829,6445,99,249,28343,42,18641,18641
3998,3973,25,92,31330,42,18642,18642
12478,11813,64,791,31460,42,18643,18643
7245,7076,134,161,33567,42,18644,18644
8693,7882,429,510,25006,42,18651,18651
211,211,0,0,34453,42,18653,18653
5625,5495,23,61,30337,42,18655,18655
2238,2192,12,44,27444,42,18656,18656
11720,11431,117,138,28946,42,18657,18657
3732,3699,8,31,31324,42,18660,18660
5299,5143,32,141,30965,42,18661,18661
3449,2774,386,266,6374,42,18701,18701
40090,28940,5641,7142,23754,42,18702,18702
30441,27846,1493,1801,29868,42,18704,18704
14683,12459,853,1850,28559,42,18705,18705
15885,14814,291,919,27070,42,18706,18706
15891,14794,27,295,35736,42,18707,18707
8772,8307,117,54,36667,42,18708,18708
2914,2847,46,54,26370,42,18709,18709
8076,7832,26,261,31653,42,18801,18801
5911,5597,15,91,26509,42,18810,18810
1557,1540,0,12,34837,42,18812,18812
210,200,2,21,19063,42,18814,18814
123,118,0,0,,42,18816,18816
308,308,0,7,37000,42,18817,18817
1115,1088,3,6,28250,42,18818,18818
1404,1342,15,13,23705,42,18821,18821
3197,3188,0,1,26149,42,18822,18822
187,184,0,3,30917,42,18823,18823
1422,1411,5,7,27330,42,18824,18824
103,95,0,0,27125,42,18825,18825
1404,1392,0,38,29669,42,18826,18826
339,323,0,0,31181,42,18828,18828
693,682,0,11,28942,42,18829,18829
598,598,0,3,35341,42,18830,18830
1180,1087,4,2,24097,42,18831,18831
1791,1766,7,9,24803,42,18832,18832
1888,1852,2,2,25522,42,18833,18833
3506,3442,24,81,28933,42,18834,18834
3134,3037,17,81,25351,42,18837,18837
10440,9836,136,189,29493,42,18840,18840
252,243,0,0,24038,42,18842,18842
189,150,39,6,35882,42,18843,18843
1933,1897,10,0,31946,42,18844,18844
317,304,0,0,29375,42,18845,18845
1099,1090,0,21,31783,42,18846,18846
5677,5582,22,30,26391,42,18847,18847
8746,8497,77,216,26802,42,18848,18848
2159,2046,5,0,31600,42,18850,18850
755,724,0,32,26944,42,18851,18851
4179,4075,3,51,33914,42,18853,18853
1576,1551,1,2,26092,42,18854,18854
27851,26169,441,1033,39412,42,18901,18901
21557,19779,165,997,53082,42,18902,18902
280,280,0,0,118444,42,18912,18912
44,44,0,0,63250,42,18913,18913
21182,18824,396,599,50403,42,18914,18914
784,608,0,0,44044,42,18915,18915
2178,1802,78,237,39764,42,18917,18917
232,211,0,0,47566,42,18920,18920
1197,1197,0,10,57500,42,18923,18923
6692,5802,86,95,54167,42,18925,18925
9570,9067,2,29,61263,42,18929,18929
2881,2823,0,42,37672,42,18930,18930
511,497,0,0,68214,42,18932,18932
20,20,0,0,,42,18935,18935
0,0,0,0,,42,18936,18936
14156,13280,53,412,51715,42,18938,18938
28915,25291,877,721,56272,42,18940,18940
2773,2692,9,0,40753,42,18942,18942
25475,24218,155,743,41554,42,18944,18944
6309,5897,5,254,35746,42,18947,18947
215,199,8,33,44432,42,18950,18950
35203,32404,692,1242,39166,42,18951,18951
9453,8841,97,252,51939,42,18954,18954
1624,1543,61,13,29909,42,18955,18955
11898,11210,122,402,36317,42,18960,18960
331,292,14,4,42000,42,18962,18962
14092,12133,194,1225,36529,42,18964,18964
37739,35758,479,859,44242,42,18966,18966
15435,14037,525,939,38846,42,18969,18969
693,647,3,12,43011,42,18970,18970
3386,3367,2,20,40388,42,18972,18972
40543,35834,1167,2484,39697,42,18974,18974
20681,18453,380,1344,45672,42,18976,18976
4172,3720,72,34,66098,42,18977,18977
445,419,4,19,47008,42,18980,18980
17139,12943,2595,1037,42107,42,19001,19001
32241,26757,1576,1413,49048,42,19002,19002
13427,10945,1307,654,48196,42,19003,19003
9524,7847,326,238,55222,42,19004,19004
21899,18301,567,378,40132,42,19006,19006
20944,15629,3339,3046,28640,42,19007,19007
20934,17940,319,239,41151,42,19008,19008
840,777,10,39,26597,42,19009,19009
21572,17378,1184,1104,42603,42,19010,19010
6328,3361,1950,499,44806,42,19012,19012
35134,7078,24460,3990,19012,42,19013,19013
20900,18109,1804,200,37337,42,19014,19014
16809,11175,4750,497,32162,42,19015,19015
271,212,40,10,27083,42,19017,19017
23445,16612,4765,510,34453,42,19018,19018
54985,38857,4793,5934,31955,42,19020,19020
10063,8679,491,1191,28178,42,19021,19021
3696,2244,1086,216,23047,42,19022,19022
22088,5337,15942,752,26999,42,19023,19023
5861,4935,179,130,61014,42,19025,19025
30573,22660,4643,1266,40205,42,19026,19026
20068,10011,7514,894,44707,42,19027,19027
4013,3788,90,20,25789,42,19029,19029
11792,10457,318,628,32816,42,19030,19030
4618,4261,162,135,51153,42,19031,19031
6627,3604,2597,701,30575,42,19032,19032
8826,8017,524,623,42207,42,19033,19033
5852,5245,146,190,49672,42,19034,19034
3453,3119,26,103,86500,42,19035,19035
12894,11062,1399,232,33195,42,19036,19036
31415,25072,4259,1338,42054,42,19038,19038
20901,18860,624,1272,40317,42,19040,19040
6494,5754,157,139,46701,42,19041,19041
2470,2407,42,11,36349,42,19043,19043
16206,13039,926,1055,43011,42,19044,19044
17660,15556,994,865,49055,42,19046,19046
34479,30662,1315,1518,41335,42,19047,19047
27976,6932,18686,910,32589,42,19050,19050
26293,23273,658,790,37984,42,19053,19053
16180,14031,823,1014,36777,42,19054,19054
14032,12516,811,955,32306,42,19055,19055
15249,12505,1182,1013,37346,42,19056,19056
17449,14796,1448,1989,35688,42,19057,19057
11319,9541,246,231,49135,42,19060,19060
20248,16312,2864,626,32951,42,19061,19061
35764,31340,1599,670,50273,42,19063,19063
24664,22964,332,342,46454,42,19064,19064
5662,5068,285,166,80667,42,19066,19066
52689,43961,4547,2764,49492,42,19067,19067
6924,5809,704,128,44568,42,19070,19070
9802,8340,447,441,64417,42,19072,19072
19763,17891,333,373,54086,42,19073,19073
5893,5281,69,175,37579,42,19074,19074
7632,6448,502,428,48177,42,19075,19075
6555,5941,390,48,37899,42,19076,19076
11562,10930,241,370,39732,42,19078,19078
9223,1352,7095,523,28625,42,19079,19079
9923,8747,427,221,37090,42,19081,19081
41741,9920,20313,3014,24691,42,19082,19082
36633,33057,1121,799,45775,42,19083,19083
8778,7451,309,368,11280,42,19085,19085
11746,9780,345,281,57054,42,19086,19086
32765,26610,1329,1642,56507,42,19087,19087
18357,13334,2860,921,40022,42,19090,19090
4060,3285,601,214,31365,42,19094,19094
7070,3297,2536,286,38317,42,19095,19095
13695,10798,604,434,62823,42,19096,19096
5147,3920,255,191,70294,42,19102,19102
24214,18338,1592,1204,59874,42,19103,19103
53560,19703,23034,3031,12287,42,19104,19104
12592,10512,1032,720,67796,42,19106,19106
14526,8069,1429,780,37448,42,19107,19107
0,0,0,0,,42,19109,19109
68113,35116,18122,13316,27838,42,19111,19111
0,0,0,0,,42,19112,19112
96,80,0,0,44615,42,19113,19113
31668,24993,3506,3154,33098,42,19114,19114
35346,24940,3505,2810,30886,42,19115,19115
34747,25107,1682,2025,29668,42,19116,19116
10884,7702,2025,688,44372,42,19118,19118
28192,9573,16309,726,37675,42,19119,19119
74060,11117,39897,22692,20723,42,19120,19120
32385,5236,24231,2213,14875,42,19121,19121
21666,9070,7973,5727,15351,42,19122,19122
17351,9675,5053,1653,49387,42,19123,19123
70304,19455,28797,29153,20685,42,19124,19124
25850,21017,1174,3246,40454,42,19125,19125
15656,1186,12985,858,25723,42,19126,19126
5760,4855,544,250,43921,42,19127,19127
37644,29389,5364,1532,43387,42,19128,19128
11275,6721,3427,399,41795,42,19129,19129
27093,18997,4704,1186,53147,42,19130,19130
44723,5550,36093,1612,23261,42,19131,19131
31378,980,28955,910,17121,42,19132,19132
27102,7407,10235,15809,12131,42,19133,19133
62087,33053,10383,30428,18371,42,19134,19134
35427,19914,7586,8746,26662,42,19135,19135
34741,24218,5732,6118,25993,42,19136,19136
8347,7562,321,821,31346,42,19137,19137
32766,991,30268,636,21937,42,19138,19138
46397,3041,40817,1739,19596,42,19139,19139
51766,9118,29369,21360,14352,42,19140,19140
34701,2565,28686,1711,21494,42,19141,19141
29078,1773,24200,677,19786,42,19142,19142
64630,9294,51287,2112,23743,42,19143,19143
43884,7549,33560,1735,23403,42,19144,19144
46052,23260,14427,3663,26172,42,19145,19145
