pop_total,pop_white,pop_black,pop_latino,median_income,state,zip code tabulation area,zipcode
6758,6489,52,30,16373,21,41311,41311
4827,4516,243,19,17203,21,41314,41314
161,161,0,0,,21,41317,41317
874,862,0,0,20565,21,41332,41332
10530,10203,170,72,16416,21,41339,41339
1006,1006,0,0,12981,21,41348,41348
592,592,0,0,20506,21,41352,41352
578,571,4,3,14273,21,41360,41360
327,327,0,0,14203,21,41365,41365
36,36,0,0,14375,21,41366,41366
134,134,0,0,17083,21,41367,41367
461,428,1,32,19041,21,41385,41385
12,12,0,0,,21,41390,41390
11,11,0,0,,21,41397,41397
510,510,0,0,14803,21,41408,41408
399,399,0,83,18630,21,41421,41421
1080,1080,0,58,22714,21,41425,41425
596,596,0,0,18719,21,41464,41464
11505,11484,4,133,16734,21,41465,41465
10273,9446,452,38,20963,21,41472,41472
22090,21252,369,342,21460,21,41501,41501
569,488,0,0,27875,21,41503,41503
804,794,10,0,20479,21,41512,41512
454,454,0,0,,21,41513,41513
2918,2805,28,0,19457,21,41514,41514
211,204,0,0,16596,21,41517,41517
1084,1084,0,0,25338,21,41519,41519
5363,5282,70,4,17756,21,41522,41522
150,150,0,0,19922,21,41524,41524
170,170,0,0,22800,21,41526,41526
729,710,5,0,30417,21,41527,41527
1038,1038,0,86,17669,21,41528,41528
993,993,0,0,22055,21,41531,41531
265,265,0,0,15536,21,41534,41534
526,466,0,60,15000,21,41535,41535
4772,4648,24,37,19414,21,41537,41537
108,108,0,0,29286,21,41538,41538
1458,1458,0,15,21810,21,41539,41539
136,136,0,0,30833,21,41540,41540
205,181,0,0,13418,21,41543,41543
728,728,0,0,21750,21,41544,41544
722,722,0,0,14817,21,41547,41547
1187,1145,0,33,23218,21,41548,41548
1845,1845,0,0,24171,21,41553,41553
737,689,0,0,18958,21,41554,41554
617,617,0,0,20734,21,41555,41555
1780,1756,0,24,22917,21,41557,41557
815,803,0,7,21289,21,41558,41558
184,184,0,0,11522,21,41559,41559
235,235,0,0,19243,21,41560,41560
2542,2508,0,0,20726,21,41562,41562
398,398,0,0,12679,21,41563,41563
702,669,33,0,28750,21,41564,41564
856,841,15,0,26339,21,41566,41566
112,112,0,0,,21,41567,41567
753,753,0,0,14015,21,41568,41568
672,672,0,0,24976,21,41571,41571
3561,3525,0,0,23535,21,41572,41572
516,512,0,0,20050,21,41601,41601
1133,1100,0,0,27815,21,41602,41602
1423,1423,0,0,17320,21,41603,41603
460,460,0,0,23875,21,41604,41604
332,332,0,0,18942,21,41605,41605
991,991,0,0,11385,21,41606,41606
351,351,0,0,14877,21,41607,41607
82,50,0,12,,21,41612,41612
675,675,0,0,21134,21,41615,41615
486,486,0,0,11129,21,41616,41616
156,156,0,0,,21,41619,41619
107,107,0,0,23750,21,41621,41621
101,101,0,0,,21,41622,41622
1463,1463,0,0,13484,21,41630,41630
1209,1209,0,0,14078,21,41631,41631
390,390,0,0,17083,21,41632,41632
3103,3067,0,23,18551,21,41635,41635
980,968,0,12,9839,21,41636,41636
1105,1105,0,0,16736,21,41640,41640
436,436,0,0,17609,21,41642,41642
68,68,0,0,10833,21,41643,41643
949,949,0,0,33507,21,41645,41645
1603,1472,8,42,18000,21,41647,41647
2370,2359,1,1,13945,21,41649,41649
409,409,0,0,21000,21,41650,41650
10717,10213,272,214,19811,21,41653,41653
905,905,0,0,17741,21,41655,41655
367,367,0,0,32361,21,41659,41659
703,703,0,0,15111,21,41660,41660
564,462,41,0,,21,41663,41663
899,871,3,2,14844,21,41666,41666
599,599,0,0,33693,21,41667,41667
796,765,31,0,12943,21,41669,41669
16093,15199,464,180,23043,21,41701,41701
411,411,0,0,27250,21,41712,41712
123,123,0,0,,21,41713,41713
418,418,0,0,8973,21,41714,41714
1216,1179,0,0,17282,21,41719,41719
520,474,20,34,16012,21,41721,41721
1054,995,0,59,17031,21,41722,41722
1443,1443,0,0,17453,21,41723,41723
158,128,0,0,,21,41725,41725
880,870,0,0,14989,21,41727,41727
0,0,0,0,,21,41729,41729
936,921,0,14,17719,21,41731,41731
196,196,0,0,12188,21,41735,41735
139,128,11,0,11923,21,41739,41739
1147,1147,0,0,20247,21,41740,41740
423,423,0,0,27653,21,41745,41745
464,441,0,8,9883,21,41746,41746
2918,2728,15,51,19825,21,41749,41749
239,231,0,0,27083,21,41751,41751
348,337,0,11,26349,21,41754,41754
314,314,0,0,22228,21,41759,41759
5,5,0,0,,21,41760,41760
0,0,0,0,,21,41762,41762
563,563,0,9,16386,21,41763,41763
760,724,0,0,20971,21,41764,41764
197,197,0,0,17838,21,41766,41766
356,335,0,0,23182,21,41772,41772
1351,1339,0,0,15224,21,41773,41773
2526,2468,0,29,20239,21,41774,41774
41,41,0,0,,21,41775,41775
1850,1850,0,0,21719,21,41776,41776
738,738,0,0,18098,21,41777,41777
396,395,0,28,34261,21,41804,41804
244,244,0,0,,21,41810,41810
245,245,0,0,21250,21,41812,41812
1094,1094,0,0,12389,21,41815,41815
191,191,0,0,32821,21,41817,41817
259,227,0,0,,21,41819,41819
398,398,0,0,41492,21,41821,41821
2384,2308,28,10,21536,21,41822,41822
1186,1186,0,0,17530,21,41824,41824
638,638,0,0,15847,21,41825,41825
643,643,0,20,20203,21,41826,41826
755,672,20,0,19917,21,41828,41828
693,693,0,0,20018,21,41831,41831
323,323,0,0,,21,41832,41832
425,425,0,0,20721,21,41833,41833
324,322,1,2,18707,21,41834,41834
901,863,38,0,16115,21,41835,41835
887,887,0,0,19215,21,41836,41836
1268,1258,0,0,20211,21,41837,41837
618,618,0,0,18255,21,41838,41838
1398,1386,0,43,15795,21,41839,41839
650,564,11,12,19250,21,41840,41840
526,508,0,0,9971,21,41843,41843
1611,1548,22,28,8818,21,41844,41844
352,338,0,0,,21,41845,41845
496,480,0,0,30729,21,41847,41847
0,0,0,0,,21,41848,41848
107,107,0,0,45750,21,41849,41849
777,749,0,28,34833,21,41855,41855
7592,7471,10,49,21061,21,41858,41858
312,304,8,0,13707,21,41859,41859
159,159,0,0,26500,21,41861,41861
835,828,0,0,10986,21,41862,41862
29489,24140,3663,879,28869,21,42001,42001
28164,24236,2960,688,23469,21,42003,42003
1813,1684,0,140,29425,21,42020,42020
1491,1434,15,66,21362,21,42021,42021
168,168,0,0,,21,42022,42022
2343,2210,23,24,25426,21,42023,42023
1131,1027,46,29,25536,21,42024,42024
19468,18867,248,367,27754,21,42025,42025
1516,1484,0,0,33393,21,42027,42027
839,839,0,0,28750,21,42028,42028
6354,6192,43,147,30943,21,42029,42029
2898,2418,361,5,22948,21,42031,42031
214,178,16,2,17434,21,42032,42032
912,899,0,22,33188,21,42035,42035
1153,1153,0,0,26235,21,42036,42036
66,66,0,0,20341,21,42037,42037
5134,4699,275,96,21239,21,42038,42038
1797,1781,1,35,27639,21,42039,42039
890,823,33,22,27000,21,42040,42040
4506,3506,784,130,22255,21,42041,42041
3580,3566,0,0,26735,21,42044,42044
2207,2194,0,23,27545,21,42045,42045
329,234,0,0,19549,21,42047,42047
1641,1606,2,0,18694,21,42048,42048
1665,1555,55,12,21401,21,42049,42049
2794,2021,688,43,20628,21,42050,42050
3440,3077,0,401,19970,21,42051,42051
5044,4860,32,96,27444,21,42053,42053
850,803,0,20,33188,21,42054,42054
2828,2587,196,58,24702,21,42055,42055
1753,1568,143,0,22739,21,42056,42056
2509,2477,32,130,27007,21,42058,42058
0,0,0,0,,21,42060,42060
78,55,0,0,,21,42061,42061
8074,7809,71,103,22737,21,42064,42064
23792,20745,1592,1968,24523,21,42066,42066
610,610,0,0,22130,21,42069,42069
31762,28869,1314,851,20302,21,42071,42071
1252,1131,0,10,14213,21,42076,42076
1800,1726,10,11,18657,21,42078,42078
1570,1348,20,39,23421,21,42079,42079
1659,1618,0,19,19067,21,42081,42081
1533,1492,41,0,32813,21,42082,42082
260,260,0,0,23929,21,42083,42083
42,42,0,0,,21,42084,42084
949,845,0,29,21739,21,42085,42085
4414,4133,165,17,31357,21,42086,42086
2551,2322,121,48,19395,21,42087,42087
2416,2326,16,42,21094,21,42088,42088
61768,46760,7761,4603,19497,21,42101,42101
352,129,0,253,,21,42102,42102
20798,17576,1715,1114,33805,21,42103,42103
34955,30238,1642,805,31044,21,42104,42104
3022,2939,0,72,21208,21,42120,42120
5371,5171,102,55,35602,21,42122,42122
737,724,0,18,19792,21,42123,42123
28,28,0,0,,21,42124,42124
6280,5861,162,200,21111,21,42127,42127
6657,6340,126,23,19254,21,42129,42129
308,308,0,14,21625,21,42130,42130
1369,1339,2,43,24985,21,42133,42133
17700,15287,1770,368,26556,21,42134,42134
920,911,0,7,22891,21,42140,42140
31812,29327,1355,1132,22242,21,42141,42141
82,82,0,7,,21,42151,42151
429,429,0,0,18854,21,42153,42153
522,522,0,0,37902,21,42154,42154
331,324,7,28,26964,21,42156,42156
720,720,0,0,18019,21,42157,42157
1395,1318,47,0,36670,21,42159,42159
1511,1422,23,0,20375,21,42160,42160
88,88,0,0,,21,42163,42163
16664,16016,208,380,22325,21,42164,42164
2426,2382,0,39,21852,21,42166,42166
8143,7701,263,294,20813,21,42167,42167
1481,1313,138,0,24819,21,42170,42170
7586,7174,209,72,27272,21,42171,42171
2312,1950,145,75,27993,21,42202,42202
514,457,57,0,28000,21,42204,42204
5843,5533,106,286,25395,21,42206,42206
1348,1327,0,0,25814,21,42207,42207
4185,4074,0,7,19442,21,42210,42210
13064,11962,821,316,27477,21,42211,42211
746,677,16,20,18911,21,42214,42214
1441,1015,363,19,28179,21,42215,42215
3164,2994,125,209,25506,21,42217,42217
6783,6352,253,275,27004,21,42220,42220
20311,14404,3140,4130,27756,21,42223,42223
1162,1136,26,33,33555,21,42232,42232
2509,1683,629,98,25773,21,42234,42234
580,537,35,25,26500,21,42236,42236
41027,28213,10796,1293,25369,21,42240,42240
135,130,3,3,27083,21,42254,42254
4637,4527,24,114,25357,21,42256,42256
1164,957,123,16,18259,21,42259,42259
10650,10334,25,412,24639,21,42261,42261
8730,6121,2059,1249,27835,21,42262,42262
954,954,0,0,32450,21,42265,42265
2313,2088,163,19,36369,21,42266,42266
500,488,0,0,27569,21,42273,42273
2256,2198,22,64,31636,21,42274,42274
772,764,8,0,25714,21,42275,42275
14344,12563,1509,368,26933,21,42276,42276
519,519,0,0,29243,21,42280,42280
432,422,0,0,21563,21,42285,42285
1319,1088,73,118,29359,21,42286,42286
44079,38797,2596,1090,27443,21,42301,42301
41091,37035,1565,1915,27046,21,42303,42303
9000,8493,110,643,24211,21,42320,42320
108,108,0,0,10786,21,42321,42321
78,78,0,0,,21,42322,42322
631,597,0,0,18103,21,42323,42323
1249,1195,0,0,20911,21,42324,42324
2290,2223,0,5,21271,21,42325,42325
456,456,0,0,19531,21,42326,42326
3957,3834,76,15,31986,21,42327,42327
1316,1285,12,0,24125,21,42328,42328
8959,8031,587,414,22771,21,42330,42330
144,132,0,0,13659,21,42332,42332
1350,1295,48,7,22712,21,42333,42333
2342,1977,285,0,17277,21,42337,42337
14,14,0,0,,21,42338,42338
829,791,38,0,23657,21,42339,42339
1656,1592,4,14,20896,21,42343,42343
854,854,0,0,24844,21,42344,42344
11246,10513,494,47,21809,21,42345,42345
6204,5982,49,137,21572,21,42347,42347
4898,4733,76,81,30518,21,42348,42348
1323,1307,12,0,19195,21,42349,42349
1556,1494,0,65,35146,21,42350,42350
4143,3999,90,47,28216,21,42351,42351
1916,1857,0,0,22278,21,42352,42352
179,179,0,0,30938,21,42354,42354
1903,1870,33,74,30294,21,42355,42355
104,94,10,0,13000,21,42356,42356
423,423,0,6,23929,21,42361,42361
5439,5399,34,20,32400,21,42366,42366
738,726,0,6,20978,21,42367,42367
1303,1292,11,28,27138,21,42368,42368
278,278,0,13,25667,21,42369,42369
19,19,0,0,46042,21,42370,42370
313,313,0,0,19808,21,42371,42371
1599,1550,40,0,23835,21,42372,42372
504,485,0,0,20348,21,42374,42374
6077,5785,78,39,32132,21,42376,42376
3321,3219,37,8,31073,21,42378,42378
2399,2377,14,0,18333,21,42404,42404
3155,2977,138,62,30801,21,42406,42406
6720,6521,59,47,21860,21,42408,42408
2758,2610,80,19,26503,21,42409,42409
1427,1233,135,47,21875,21,42410,42410
1934,1895,31,8,29402,21,42411,42411
3097,2985,60,47,30574,21,42413,42413
38066,33046,3001,1084,25505,21,42420,42420
25729,21965,2548,700,26760,21,42431,42431
1150,1150,0,10,26863,21,42436,42436
8155,5889,1802,207,24533,21,42437,42437
943,894,49,0,25142,21,42440,42440
1679,1616,19,77,30902,21,42441,42441
3227,3055,53,5,24898,21,42442,42442
10421,9572,768,318,26405,21,42445,42445
3956,3416,353,6,20234,21,42450,42450
949,949,0,0,26434,21,42451,42451
2300,2050,206,0,36550,21,42452,42452
622,619,0,0,20402,21,42453,42453
3110,2696,27,640,27005,21,42455,42455
1428,1375,0,60,27239,21,42456,42456
1192,1144,0,0,30398,21,42458,42458
4389,4232,117,58,27113,21,42459,42459
1175,1131,31,0,23287,21,42461,42461
1202,1198,0,47,31585,21,42462,42462
85,85,0,0,25714,21,42463,42463
1571,1552,6,6,25733,21,42464,42464
17390,16570,211,338,19058,21,42501,42501
24240,23217,297,1041,25563,21,42503,42503
743,743,0,0,15303,21,42516,42516
2644,2588,9,74,21235,21,42518,42518
3524,3412,1,48,18893,21,42519,42519
1662,1655,0,74,17500,21,42528,42528
776,762,14,0,20509,21,42533,42533
9182,8808,118,248,20465,21,42539,42539
556,556,0,0,,21,42541,42541
5889,5830,28,0,20675,21,42544,42544
5637,5567,8,44,22276,21,42553,42553
846,838,8,37,13224,21,42565,42565
493,488,0,0,18577,21,42566,42566
5610,5390,4,58,22222,21,42567,42567
10139,9836,37,289,19516,21,42602,42602
59,59,0,0,8833,21,42603,42603
5382,5215,47,97,21664,21,42629,42629
222,222,0,0,,21,42631,42631
19613,18445,407,685,18953,21,42633,42633
1862,1791,28,6,17770,21,42634,42634
4917,3425,896,396,14856,21,42635,42635
88,88,0,0,,21,42638,42638
12235,11429,7,627,21186,21,42642,42642
3806,3793,0,0,14565,21,42647,42647
2087,2070,0,0,19521,21,42649,42649
4339,4199,65,30,14888,21,42653,42653
50647,41589,4601,2314,31149,21,42701,42701
1737,1716,0,15,22218,21,42712,42712
1938,1796,52,39,20131,21,42713,42713
232,232,0,0,18333,21,42715,42715
1566,1489,21,21,22775,21,42716,42716
6611,6130,140,91,18421,21,42717,42717
25709,23487,1095,618,22062,21,42718,42718
3495,3310,18,12,22158,21,42721,42721
531,496,13,0,21552,21,42722,42722
5153,4628,39,56,28672,21,42724,42724
4776,4688,16,152,24510,21,42726,42726
16656,15723,603,276,18807,21,42728,42728
1343,1337,0,34,21815,21,42729,42729
118,118,0,0,30150,21,42731,42731
2452,2432,20,0,26856,21,42732,42732
1252,1235,0,0,18781,21,42733,42733
2069,2011,0,0,28602,21,42740,42740
634,634,0,20,21950,21,42741,42741
8716,8285,244,94,18969,21,42743,42743
2141,2091,23,0,25286,21,42746,42746
9031,8243,440,332,24056,21,42748,42748
5568,4840,496,157,22686,21,42749,42749
790,768,0,28,18298,21,42753,42753
16225,15546,327,87,23353,21,42754,42754
2879,2777,0,119,24170,21,42757,42757
96,96,0,0,83750,21,42758,42758
152,46,0,106,,21,42762,42762
605,605,0,0,15658,21,42764,42764
6192,5878,176,85,20781,21,42765,42765
2503,2428,18,24,24028,21,42776,42776
968,876,41,0,24574,21,42782,42782
2208,2121,70,29,22306,21,42784,42784
333,294,20,0,31858,21,42788,42788
2570,2540,0,17,32429,39,43001,43001
4303,3531,189,186,49552,39,43002,43002
2922,2845,0,52,30385,39,43003,43003
27227,17158,6203,1067,39797,39,43004,43004
177,177,0,0,39167,39,43005,43005
537,537,0,0,27092,39,43006,43006
2640,2324,0,89,23673,39,43008,43008
2614,2583,31,18,35957,39,43009,43009
242,242,0,0,27500,39,43010,43010
8018,7701,49,41,37161,39,43011,43011
778,761,0,0,26418,39,43013,43013
3733,3661,13,44,29384,39,43014,43014
56596,50379,2343,1861,34995,39,43015,43015
36886,25083,1635,1467,52373,39,43016,43016
41612,32234,1944,1599,53607,39,43017,43017
8786,8438,138,13,30120,39,43019,43019
12708,11278,276,311,55990,39,43021,43021
4353,4089,92,157,10683,39,43022,43022
14326,13190,47,438,31828,39,43023,43023
5092,5000,14,97,36770,39,43025,43025
63047,53833,3758,2894,44071,39,43026,43026
8204,7989,65,81,32029,39,43028,43028
420,392,8,0,17727,39,43029,43029
108,108,0,0,,39,43030,43030
13737,13375,29,252,37025,39,43031,43031
19,19,0,0,,39,43032,43032
300,292,5,0,25833,39,43033,43033
27500,21218,1408,719,54655,39,43035,43035
329,322,4,0,27330,39,43036,43036
271,261,4,0,33036,39,43037,43037
35087,32288,1142,594,37636,39,43040,43040
4930,4726,62,16,31036,39,43044,43044
2342,2269,20,55,38206,39,43045,43045
3684,3627,14,36,34336,39,43046,43046
29264,27981,366,530,24931,39,43050,43050
27441,21369,2250,645,60161,39,43054,43054
62666,58115,1549,943,25524,39,43055,43055
18753,17082,540,333,30136,39,43056,43056
2810,2721,22,14,32054,39,43060,43060
4603,4499,50,187,41102,39,43061,43061
29241,26003,2032,572,39695,39,43062,43062
13727,12465,234,271,47304,39,43064,43064
43034,36617,889,653,59271,39,43065,43065
1202,1153,22,0,48582,39,43066,43066
1209,1201,0,30,43203,39,43067,43067
54804,32583,15185,3473,32935,39,43068,43068
177,177,0,0,,39,43070,43070
2070,2035,0,20,34712,39,43071,43071
5704,5485,18,82,32818,39,43072,43072
13980,12954,286,194,41307,39,43074,43074
8664,8415,37,83,34286,39,43076,43076
243,234,6,29,30000,39,43077,43077
20347,18772,576,481,28923,39,43078,43078
5316,5197,51,30,26799,39,43080,43080
63604,50826,6731,2494,42127,39,43081,43081
33961,30463,1466,881,54206,39,43082,43082
748,732,3,0,30524,39,43084,43084
26155,21814,2128,984,46807,39,43085,43085
329,326,0,0,21583,39,43101,43101
4480,4419,3,49,31169,39,43102,43102
11218,10782,164,307,39249,39,43103,43103
7895,7627,36,53,31376,39,43105,43105
1550,1505,18,138,27244,39,43106,43106
3323,3177,0,3,25909,39,43107,43107
77,72,2,3,30833,39,43109,43109
39220,24030,12685,1089,35914,39,43110,43110
291,291,0,0,25446,39,43111,43111
5357,5240,10,26,35652,39,43112,43112
24526,23325,468,196,26995,39,43113,43113
1587,1530,18,1,30455,39,43115,43115
1863,1753,6,35,40853,39,43116,43116
187,187,0,0,41509,39,43117,43117
27568,23024,1747,2173,35426,39,43119,43119
65577,58762,3459,1286,37939,39,43123,43123
13350,9687,2794,765,34918,39,43125,43125
519,519,0,2,31111,39,43126,43126
302,302,0,0,20922,39,43127,43127
2519,2441,39,25,26868,39,43128,43128
61565,57566,1593,976,26510,39,43130,43130
3942,3793,0,50,28617,39,43135,43135
864,817,4,3,45000,39,43136,43136
2387,2255,95,3,29242,39,43137,43137
17986,17549,98,172,25591,39,43138,43138
24467,20832,2508,259,29688,39,43140,43140
108,92,0,1,33750,39,43142,43142
5660,5564,56,144,36010,39,43143,43143
361,351,2,0,16471,39,43144,43144
2138,2062,16,7,31165,39,43145,43145
12683,10634,1281,278,27835,39,43146,43146
41530,32245,6092,1109,46394,39,43147,43147
2359,2234,30,47,28949,39,43148,43148
2293,2259,0,22,28360,39,43149,43149
2164,2111,3,0,34918,39,43150,43150
382,381,0,23,25655,39,43151,43151
782,782,0,0,27500,39,43152,43152
842,814,1,121,26494,39,43153,43153
3858,3820,0,13,36705,39,43154,43154
2672,2504,5,0,29093,39,43155,43155
177,174,0,15,30673,39,43156,43156
630,611,0,4,26667,39,43157,43157
346,324,0,0,31250,39,43158,43158
21802,20337,559,433,27349,39,43160,43160
7225,7132,0,158,30935,39,43162,43162
2371,2328,20,3,26906,39,43164,43164
34232,25617,4389,1805,14213,39,43201,43201
20528,15873,1301,623,28670,39,43202,43202
8014,2029,5350,364,20264,39,43203,43203
42796,31629,5933,4218,28807,39,43204,43204
12739,4559,6877,449,25459,39,43205,43205
22680,11528,9563,454,35562,39,43206,43206
46717,31676,11282,1771,24962,39,43207,43207
28541,19361,7407,786,34793,39,43209,43209
12470,9504,805,521,3402,39,43210,43210
23162,6282,14075,1579,16976,39,43211,43211
21959,19839,721,908,48288,39,43212,43212
33130,13551,15356,4250,26586,39,43213,43213
26293,22561,1280,727,40965,39,43214,43214
15291,12022,1837,542,44831,39,43215,43215
2207,1524,386,82,26395,39,43217,43217
31078,5288,21985,1605,22534,39,43219,43219
27412,22068,1396,1261,42625,39,43220,43220
33442,29720,711,908,53840,39,43221,43221
4417,2948,897,302,11996,39,43222,43222
26754,17599,5846,2635,21157,39,43223,43223
44624,21374,18894,3701,23224,39,43224,43224
24518,5208,15667,2470,22947,39,43227,43227
56139,39890,10160,7123,28277,39,43228,43228
54632,22833,23152,5847,26886,39,43229,43229
59111,43397,10698,2216,41957,39,43230,43230
22393,10162,9835,1831,30932,39,43231,43231
47235,15743,27711,2506,26818,39,43232,43232
43356,34694,2752,1590,44951,39,43235,43235
4411,2641,364,196,48231,39,43240,43240
54650,48133,3708,1542,21774,39,43302,43302
2811,2729,3,11,33623,39,43310,43310
18919,17513,718,348,31317,39,43311,43311
3032,3030,0,6,31234,39,43314,43314
7668,7463,108,48,30207,39,43315,43315
5856,5615,0,118,32003,39,43316,43316
180,161,2,17,20625,39,43317,43317
3738,3651,15,12,31715,39,43318,43318
943,755,25,0,32961,39,43319,43319
1302,1284,4,22,31488,39,43320,43320
302,302,0,21,19813,39,43321,43321
336,329,0,0,26776,39,43322,43322
699,674,14,11,38365,39,43323,43323
3007,2925,0,88,41711,39,43324,43324
13833,13548,42,96,26962,39,43326,43326
96,94,0,2,29306,39,43330,43330
4446,4254,2,202,28944,39,43331,43331
1356,1315,0,31,27892,39,43332,43332
935,870,7,0,27115,39,43333,43333
6337,6117,22,85,35326,39,43334,43334
0,0,0,0,,39,43336,43336
1060,1055,2,0,27184,39,43337,43337
9938,9553,56,231,31718,39,43338,43338
2101,2055,0,28,30824,39,43340,43340
915,909,0,0,33552,39,43341,43341
2862,2795,4,43,32222,39,43342,43342
1085,1068,0,5,33214,39,43343,43343
6052,5815,8,158,32422,39,43344,43344
847,831,16,5,38382,39,43345,43345
1492,1451,14,16,30360,39,43347,43347
1759,1671,0,0,22421,39,43348,43348
10056,9821,4,371,29730,39,43351,43351
1137,1007,0,125,29556,39,43356,43356
3825,3662,12,33,31480,39,43357,43357
2771,2719,0,0,37111,39,43358,43358
742,722,0,20,28875,39,43359,43359
1617,1605,0,35,35739,39,43360,43360
32169,28972,1400,1790,21514,39,43402,43402
5374,4244,615,373,4164,39,43403,43403
1830,1756,7,95,31292,39,43406,43406
605,593,12,23,31900,39,43407,43407
294,291,1,15,25833,39,43408,43408
9950,9475,24,580,32060,39,43410,43410
4162,3913,11,329,33431,39,43412,43412
1309,1281,0,35,31629,39,43413,43413
3150,3043,23,240,28551,39,43416,43416
29711,25901,1589,4082,27556,39,43420,43420
4246,3937,15,325,30996,39,43430,43430
4724,4408,21,562,27508,39,43431,43431
1309,1295,0,73,38625,39,43432,43432
72,53,0,19,25556,39,43433,43433
59,49,0,0,29375,39,43434,43434
1358,1331,10,26,29044,39,43435,43435
668,626,0,65,29779,39,43437,43437
236,233,0,14,35536,39,43438,43438
55,55,0,0,33750,39,43439,43439
4556,4479,18,90,34626,39,43440,43440
1083,991,17,101,27425,39,43442,43442
1806,1771,0,41,40109,39,43443,43443
1270,1270,0,88,42820,39,43445,43445
73,67,6,0,36250,39,43446,43446
3498,3292,128,230,35317,39,43447,43447
8246,7810,66,439,27446,39,43449,43449
3673,3496,41,236,32426,39,43450,43450
1246,1120,42,162,29545,39,43451,43451
13757,13065,352,500,28533,39,43452,43452
399,385,6,4,33333,39,43456,43456
1490,1382,1,125,27414,39,43457,43457
385,365,0,23,25625,39,43458,43458
6471,6201,63,157,35909,39,43460,43460
1112,1096,0,32,26647,39,43462,43462
68,68,0,0,58702,39,43463,43463
1295,1247,17,0,31207,39,43464,43464
5463,4930,457,146,25103,39,43465,43465
2110,2016,13,27,31674,39,43466,43466
111,111,0,0,31548,39,43467,43467
402,363,10,29,20117,39,43468,43468
3220,3127,43,234,36467,39,43469,43469
980,971,0,25,24817,39,43501,43501
6532,5837,47,854,31250,39,43502,43502
1181,1168,5,23,30508,39,43504,43504
88,70,0,15,,39,43505,43505
14088,13651,81,399,29368,39,43506,43506
1239,1084,0,134,31510,39,43511,43511
28109,25086,648,3213,30540,39,43512,43512
8254,7942,30,360,31922,39,43515,43515
2986,2762,16,263,30954,39,43516,43516
4012,3860,16,112,30105,39,43517,43517
2657,2617,4,68,36250,39,43518,43518
269,269,0,0,39167,39,43519,43519
2832,2630,8,249,30330,39,43521,43521
3466,3324,5,191,33832,39,43522,43522
19,19,0,0,,39,43523,43523
1179,1137,0,84,32209,39,43524,43524
1186,1123,20,45,40750,39,43525,43525
5875,5491,18,360,29622,39,43526,43526
1947,1829,0,166,29605,39,43527,43527
16022,12413,1939,988,37137,39,43528,43528
306,200,24,81,22841,39,43529,43529
326,326,0,0,11039,39,43531,43531
4286,4135,44,108,30417,39,43532,43532
1525,1480,3,15,29508,39,43533,43533
1681,1591,5,41,32065,39,43534,43534
673,583,0,60,31490,39,43535,43535
73,73,0,0,40417,39,43536,43536
27145,25003,837,1054,40350,39,43537,43537
1384,1296,0,93,32029,39,43540,43540
157,130,0,63,34896,39,43541,43541
3779,3664,74,161,52917,39,43542,43542
7697,7373,15,371,30060,39,43543,43543
13972,12974,187,1301,30797,39,43545,43545
307,307,0,0,31944,39,43547,43547
693,657,0,8,33194,39,43548,43548
1410,1320,0,85,35081,39,43549,43549
39094,35960,506,1573,41562,39,43551,43551
243,218,21,86,34375,39,43553,43553
2326,2228,9,71,29899,39,43554,43554
147,147,0,40,30795,39,43555,43555
1736,1696,4,196,28563,39,43556,43556
3216,2664,270,354,22426,39,43557,43557
13016,12546,192,508,32407,39,43558,43558
32238,29105,726,1091,41399,39,43560,43560
457,404,2,59,29688,39,43565,43565
7776,7367,82,238,44075,39,43566,43566
13173,11699,24,1718,29278,39,43567,43567
2849,2627,25,339,30393,39,43569,43569
3194,2933,9,264,29181,39,43570,43570
7312,7180,14,185,36928,39,43571,43571
9067,3146,5081,967,13485,39,43604,43604
25610,17134,3844,4405,18453,39,43605,43605
24979,14938,7527,925,21666,39,43606,43606
20854,5440,13237,1092,17274,39,43607,43607
14608,4057,8917,1086,16459,39,43608,43608
21601,12818,5500,3964,19431,39,43609,43609
4465,1114,3066,110,17928,39,43610,43610
18241,14863,1679,1740,27104,39,43611,43611
29302,21462,5431,2827,27279,39,43612,43612
33170,26640,3765,2773,31029,39,43613,43613
31100,23719,5019,1990,29259,39,43614,43614
40658,27906,9473,1457,26280,39,43615,43615
20542,18572,447,1266,32506,39,43616,43616
7192,5966,577,182,40252,39,43617,43617
7386,7282,16,685,33442,39,43619,43619
5559,1856,3265,229,16467,39,43620,43620
19819,16874,1448,1429,32815,39,43623,43623
55253,49393,2493,783,24428,39,43701,43701
110,110,0,0,10882,39,43711,43711
6764,6506,70,0,23536,39,43713,43713
1952,1949,1,0,23503,39,43716,43716
155,155,0,0,37639,39,43717,43717
2944,2862,8,21,29491,39,43718,43718
2764,2712,4,8,31565,39,43719,43719
1328,1314,0,0,27139,39,43720,43720
116,116,0,0,10741,39,43721,43721
341,332,0,0,33125,39,43722,43722
5202,5024,10,29,20917,39,43723,43723
9237,8179,806,124,18744,39,43724,43724
20249,18890,386,364,25295,39,43725,43725
1258,1237,11,0,31020,39,43727,43727
1506,1135,255,0,22581,39,43728,43728
2063,2035,0,7,26308,39,43730,43730
5437,5334,0,14,21233,39,43731,43731
1226,1221,1,1,29154,39,43732,43732
17,17,0,0,,39,43733,43733
1694,1694,0,0,23994,39,43734,43734
